_link,_link_main,standard,power_type,max_electric_power
663.connectors.0,663,IEC_62196_T2,AC_3_PHASE,22000
664.connectors.0,664,IEC_62196_T3A,AC_1_PHASE,3600
665.connectors.0,665,IEC_62196_T2,AC_3_PHASE,22000
666.connectors.0,666,IEC_62196_T3A,AC_1_PHASE,3000
667.connectors.0,667,IEC_62196_T2,AC_3_PHASE,22000
668.connectors.0,668,IEC_62196_T3A,AC_1_PHASE,3000
669.connectors.0,669,IEC_62196_T2,AC_3_PHASE,22000
670.connectors.0,670,IEC_62196_T3A,AC_1_PHASE,3600
671.connectors.0,671,IEC_62196_T2,AC_3_PHASE,22000
672.connectors.0,672,IEC_62196_T3A,AC_1_PHASE,3600
673.connectors.0,673,IEC_62196_T2,AC_3_PHASE,22000
674.connectors.0,674,IEC_62196_T3A,AC_1_PHASE,3600
675.connectors.0,675,IEC_62196_T2,AC_3_PHASE,22000
676.connectors.0,676,IEC_62196_T3A,AC_1_PHASE,3600
677.connectors.0,677,IEC_62196_T2,AC_3_PHASE,22000
678.connectors.0,678,IEC_62196_T3A,AC_1_PHASE,3600
679.connectors.0,679,IEC_62196_T2,AC_3_PHASE,22000
680.connectors.0,680,IEC_62196_T3A,AC_1_PHASE,3600
681.connectors.0,681,IEC_62196_T2,AC_3_PHASE,22000
682.connectors.0,682,IEC_62196_T3A,AC_1_PHASE,3000
683.connectors.0,683,IEC_62196_T2,AC_3_PHASE,22000
684.connectors.0,684,IEC_62196_T3A,AC_1_PHASE,3000
685.connectors.0,685,IEC_62196_T2,AC_3_PHASE,22000
686.connectors.0,686,IEC_62196_T3A,AC_1_PHASE,3600
687.connectors.0,687,IEC_62196_T2,AC_3_PHASE,22000
688.connectors.0,688,IEC_62196_T3A,AC_1_PHASE,3600
689.connectors.0,689,IEC_62196_T2,AC_3_PHASE,22000
690.connectors.0,690,IEC_62196_T3A,AC_1_PHASE,3000
691.connectors.0,691,IEC_62196_T2,AC_3_PHASE,22000
692.connectors.0,692,IEC_62196_T3A,AC_1_PHASE,3000
693.connectors.0,693,IEC_62196_T2,AC_3_PHASE,22000
694.connectors.0,694,IEC_62196_T3A,AC_1_PHASE,3600
695.connectors.0,695,IEC_62196_T2,AC_3_PHASE,22000
696.connectors.0,696,IEC_62196_T3A,AC_1_PHASE,3600
697.connectors.0,697,IEC_62196_T2,AC_3_PHASE,22000
698.connectors.0,698,IEC_62196_T3A,AC_1_PHASE,3600
699.connectors.0,699,IEC_62196_T2,AC_3_PHASE,22000
700.connectors.0,700,IEC_62196_T3A,AC_1_PHASE,3600
701.connectors.0,701,IEC_62196_T2,AC_3_PHASE,22000
702.connectors.0,702,IEC_62196_T3A,AC_1_PHASE,3600
703.connectors.0,703,IEC_62196_T2,AC_3_PHASE,22000
704.connectors.0,704,IEC_62196_T3A,AC_1_PHASE,3600
705.connectors.0,705,IEC_62196_T2,AC_3_PHASE,22000
706.connectors.0,706,IEC_62196_T3A,AC_1_PHASE,3600
707.connectors.0,707,IEC_62196_T2,AC_3_PHASE,22000
708.connectors.0,708,IEC_62196_T3A,AC_1_PHASE,3600
709.connectors.0,709,IEC_62196_T2,AC_3_PHASE,22000
710.connectors.0,710,IEC_62196_T3A,AC_1_PHASE,3600
711.connectors.0,711,IEC_62196_T2,AC_3_PHASE,22000
712.connectors.0,712,IEC_62196_T3A,AC_1_PHASE,3600
713.connectors.0,713,IEC_62196_T2,AC_3_PHASE,22000
714.connectors.0,714,IEC_62196_T3A,AC_1_PHASE,3600
715.connectors.0,715,IEC_62196_T2,AC_3_PHASE,22000
716.connectors.0,716,IEC_62196_T3A,AC_1_PHASE,3600
717.connectors.0,717,IEC_62196_T2,AC_3_PHASE,22000
718.connectors.0,718,IEC_62196_T3A,AC_1_PHASE,3600
719.connectors.0,719,IEC_62196_T2,AC_3_PHASE,22000
720.connectors.0,720,IEC_62196_T3A,AC_1_PHASE,3600
721.connectors.0,721,IEC_62196_T2,AC_3_PHASE,22000
722.connectors.0,722,IEC_62196_T3A,AC_1_PHASE,3600
723.connectors.0,723,IEC_62196_T2,AC_3_PHASE,22000
724.connectors.0,724,IEC_62196_T3A,AC_1_PHASE,3600
725.connectors.0,725,IEC_62196_T2,AC_3_PHASE,22000
726.connectors.0,726,IEC_62196_T3A,AC_1_PHASE,3600
727.connectors.0,727,IEC_62196_T2,AC_3_PHASE,22000
728.connectors.0,728,IEC_62196_T3A,AC_1_PHASE,3600
729.connectors.0,729,IEC_62196_T2,AC_3_PHASE,22000
730.connectors.0,730,IEC_62196_T2,AC_3_PHASE,22000
731.connectors.0,731,IEC_62196_T2,AC_3_PHASE,22000
732.connectors.0,732,IEC_62196_T3A,AC_1_PHASE,3600
733.connectors.0,733,IEC_62196_T2,AC_3_PHASE,22000
734.connectors.0,734,IEC_62196_T3A,AC_1_PHASE,3600
735.connectors.0,735,IEC_62196_T2,AC_3_PHASE,22000
736.connectors.0,736,IEC_62196_T3A,AC_1_PHASE,3600
737.connectors.0,737,IEC_62196_T2,AC_3_PHASE,22000
738.connectors.0,738,IEC_62196_T3A,AC_1_PHASE,3600
739.connectors.0,739,IEC_62196_T2,AC_3_PHASE,22000
740.connectors.0,740,IEC_62196_T3A,AC_1_PHASE,3600
741.connectors.0,741,IEC_62196_T2,AC_3_PHASE,22000
742.connectors.0,742,IEC_62196_T3A,AC_1_PHASE,3600
743.connectors.0,743,IEC_62196_T2,AC_3_PHASE,22000
744.connectors.0,744,IEC_62196_T3A,AC_1_PHASE,3600
745.connectors.0,745,IEC_62196_T2,AC_3_PHASE,22000
746.connectors.0,746,IEC_62196_T3A,AC_1_PHASE,3600
747.connectors.0,747,IEC_62196_T2,AC_3_PHASE,22000
748.connectors.0,748,IEC_62196_T3A,AC_1_PHASE,3600
749.connectors.0,749,IEC_62196_T2,AC_3_PHASE,22000
750.connectors.0,750,IEC_62196_T3A,AC_1_PHASE,3600
751.connectors.0,751,IEC_62196_T2,AC_3_PHASE,22000
752.connectors.0,752,IEC_62196_T3A,AC_1_PHASE,3600
753.connectors.0,753,IEC_62196_T2,AC_3_PHASE,22000
754.connectors.0,754,IEC_62196_T3A,AC_1_PHASE,3600
755.connectors.0,755,IEC_62196_T2,AC_3_PHASE,22000
756.connectors.0,756,IEC_62196_T3A,AC_1_PHASE,3600
757.connectors.0,757,IEC_62196_T2,AC_3_PHASE,22000
758.connectors.0,758,IEC_62196_T3A,AC_1_PHASE,3600
759.connectors.0,759,IEC_62196_T2,AC_3_PHASE,22000
760.connectors.0,760,IEC_62196_T3A,AC_1_PHASE,3600
761.connectors.0,761,IEC_62196_T2,AC_3_PHASE,22000
762.connectors.0,762,IEC_62196_T3A,AC_1_PHASE,3600
763.connectors.0,763,IEC_62196_T2,AC_3_PHASE,22000
764.connectors.0,764,IEC_62196_T3A,AC_1_PHASE,3600
765.connectors.0,765,IEC_62196_T2,AC_3_PHASE,22000
766.connectors.0,766,IEC_62196_T3A,AC_1_PHASE,3600
767.connectors.0,767,IEC_62196_T2,AC_3_PHASE,22000
768.connectors.0,768,IEC_62196_T3A,AC_1_PHASE,3600
769.connectors.0,769,IEC_62196_T2,AC_3_PHASE,22000
770.connectors.0,770,IEC_62196_T3A,AC_1_PHASE,3600
771.connectors.0,771,IEC_62196_T2,AC_3_PHASE,22000
772.connectors.0,772,IEC_62196_T3A,AC_1_PHASE,3600
773.connectors.0,773,IEC_62196_T2,AC_3_PHASE,22000
774.connectors.0,774,IEC_62196_T3A,AC_1_PHASE,3600
775.connectors.0,775,IEC_62196_T2,AC_3_PHASE,22000
776.connectors.0,776,IEC_62196_T3A,AC_1_PHASE,3600
777.connectors.0,777,IEC_62196_T2,AC_3_PHASE,22000
778.connectors.0,778,IEC_62196_T3A,AC_1_PHASE,3600
779.connectors.0,779,IEC_62196_T2,AC_3_PHASE,22000
780.connectors.0,780,IEC_62196_T3A,AC_1_PHASE,3600
781.connectors.0,781,IEC_62196_T2,AC_3_PHASE,22000
782.connectors.0,782,IEC_62196_T3A,AC_1_PHASE,3600
783.connectors.0,783,IEC_62196_T2,AC_3_PHASE,22000
784.connectors.0,784,IEC_62196_T3A,AC_1_PHASE,3600
785.connectors.0,785,IEC_62196_T2,AC_3_PHASE,22000
786.connectors.0,786,IEC_62196_T3A,AC_1_PHASE,3600
787.connectors.0,787,IEC_62196_T2,AC_3_PHASE,22000
788.connectors.0,788,IEC_62196_T3A,AC_1_PHASE,3000
789.connectors.0,789,IEC_62196_T2,AC_3_PHASE,22000
790.connectors.0,790,IEC_62196_T3A,AC_1_PHASE,3000
791.connectors.0,791,IEC_62196_T2,AC_3_PHASE,22000
792.connectors.0,792,IEC_62196_T3A,AC_1_PHASE,3600
793.connectors.0,793,IEC_62196_T2,AC_3_PHASE,22000
794.connectors.0,794,IEC_62196_T3A,AC_1_PHASE,3600
795.connectors.0,795,IEC_62196_T2,AC_3_PHASE,22000
796.connectors.0,796,IEC_62196_T2,AC_3_PHASE,22000
797.connectors.0,797,IEC_62196_T2,AC_3_PHASE,22000
798.connectors.0,798,IEC_62196_T2,AC_3_PHASE,22000
799.connectors.0,799,IEC_62196_T2,AC_3_PHASE,22000
800.connectors.0,800,IEC_62196_T2,AC_3_PHASE,22000
801.connectors.0,801,IEC_62196_T2,AC_3_PHASE,22000
802.connectors.0,802,IEC_62196_T2,AC_3_PHASE,22000
803.connectors.0,803,IEC_62196_T2,AC_3_PHASE,22000
804.connectors.0,804,IEC_62196_T2,AC_3_PHASE,22000
805.connectors.0,805,IEC_62196_T2,AC_3_PHASE,22000
806.connectors.0,806,IEC_62196_T2,AC_3_PHASE,22000
807.connectors.0,807,IEC_62196_T2,AC_3_PHASE,22000
808.connectors.0,808,IEC_62196_T2,AC_3_PHASE,22000
809.connectors.0,809,IEC_62196_T2,AC_3_PHASE,22000
810.connectors.0,810,IEC_62196_T2,AC_3_PHASE,22000
811.connectors.0,811,IEC_62196_T2,AC_3_PHASE,22000
812.connectors.0,812,IEC_62196_T2,AC_3_PHASE,22000
813.connectors.0,813,IEC_62196_T2,AC_3_PHASE,22000
814.connectors.0,814,IEC_62196_T2,AC_3_PHASE,22000
815.connectors.0,815,IEC_62196_T2,AC_3_PHASE,22000
816.connectors.0,816,IEC_62196_T2,AC_3_PHASE,22000
817.connectors.0,817,IEC_62196_T2,AC_3_PHASE,22000
818.connectors.0,818,IEC_62196_T2,AC_3_PHASE,22000
819.connectors.0,819,IEC_62196_T2,AC_3_PHASE,22000
820.connectors.0,820,IEC_62196_T2,AC_3_PHASE,22000
821.connectors.0,821,IEC_62196_T2,AC_3_PHASE,22000
822.connectors.0,822,IEC_62196_T2,AC_3_PHASE,22000
823.connectors.0,823,IEC_62196_T2,AC_3_PHASE,22000
824.connectors.0,824,IEC_62196_T2,AC_3_PHASE,22000
825.connectors.0,825,IEC_62196_T2,AC_3_PHASE,22000
826.connectors.0,826,IEC_62196_T2,AC_3_PHASE,22000
827.connectors.0,827,IEC_62196_T2,AC_3_PHASE,22000
828.connectors.0,828,IEC_62196_T2,AC_3_PHASE,22000
829.connectors.0,829,IEC_62196_T2,AC_3_PHASE,22000
830.connectors.0,830,IEC_62196_T2,AC_3_PHASE,22000
831.connectors.0,831,IEC_62196_T2,AC_3_PHASE,22000
832.connectors.0,832,IEC_62196_T2,AC_3_PHASE,22000
833.connectors.0,833,IEC_62196_T2,AC_3_PHASE,22000
834.connectors.0,834,IEC_62196_T2,AC_3_PHASE,22000
835.connectors.0,835,IEC_62196_T2,AC_3_PHASE,22000
836.connectors.0,836,IEC_62196_T2,AC_3_PHASE,22000
837.connectors.0,837,IEC_62196_T2,AC_3_PHASE,22000
838.connectors.0,838,IEC_62196_T2,AC_3_PHASE,22000
839.connectors.0,839,IEC_62196_T2,AC_3_PHASE,22000
840.connectors.0,840,IEC_62196_T2,AC_3_PHASE,22000
841.connectors.0,841,IEC_62196_T2,AC_3_PHASE,22000
842.connectors.0,842,IEC_62196_T3A,AC_1_PHASE,3600
843.connectors.0,843,IEC_62196_T2,AC_3_PHASE,22000
844.connectors.0,844,IEC_62196_T3A,AC_1_PHASE,3600
845.connectors.0,845,IEC_62196_T2,AC_3_PHASE,22000
846.connectors.0,846,IEC_62196_T3A,AC_1_PHASE,3700
847.connectors.0,847,IEC_62196_T2,AC_3_PHASE,22000
848.connectors.0,848,IEC_62196_T3A,AC_1_PHASE,3700
849.connectors.0,849,IEC_62196_T2,AC_3_PHASE,22000
850.connectors.0,850,IEC_62196_T3A,AC_1_PHASE,3700
851.connectors.0,851,IEC_62196_T2,AC_3_PHASE,22000
852.connectors.0,852,IEC_62196_T3A,AC_1_PHASE,3700
853.connectors.0,853,IEC_62196_T2,AC_3_PHASE,22000
854.connectors.0,854,IEC_62196_T3A,AC_1_PHASE,3700
855.connectors.0,855,IEC_62196_T2,AC_3_PHASE,22000
856.connectors.0,856,IEC_62196_T3A,AC_1_PHASE,3700
857.connectors.0,857,IEC_62196_T2,AC_3_PHASE,22000
858.connectors.0,858,IEC_62196_T3A,AC_1_PHASE,3700
859.connectors.0,859,IEC_62196_T2,AC_3_PHASE,22000
860.connectors.0,860,IEC_62196_T3A,AC_1_PHASE,3700
861.connectors.0,861,IEC_62196_T2,AC_3_PHASE,22000
862.connectors.0,862,IEC_62196_T3A,AC_1_PHASE,3700
863.connectors.0,863,IEC_62196_T2,AC_3_PHASE,22000
864.connectors.0,864,IEC_62196_T3A,AC_1_PHASE,3700
865.connectors.0,865,IEC_62196_T2,AC_3_PHASE,22000
866.connectors.0,866,IEC_62196_T3A,AC_1_PHASE,3700
867.connectors.0,867,IEC_62196_T2,AC_3_PHASE,22000
868.connectors.0,868,IEC_62196_T3A,AC_1_PHASE,3700
869.connectors.0,869,IEC_62196_T2,AC_3_PHASE,22000
870.connectors.0,870,IEC_62196_T3A,AC_1_PHASE,3700
871.connectors.0,871,IEC_62196_T2,AC_3_PHASE,22000
872.connectors.0,872,IEC_62196_T3A,AC_1_PHASE,3700
873.connectors.0,873,IEC_62196_T2,AC_3_PHASE,22000
874.connectors.0,874,IEC_62196_T3A,AC_1_PHASE,3700
875.connectors.0,875,IEC_62196_T2,AC_3_PHASE,22000
876.connectors.0,876,IEC_62196_T3A,AC_1_PHASE,3700
877.connectors.0,877,IEC_62196_T2,AC_3_PHASE,22000
878.connectors.0,878,IEC_62196_T3A,AC_1_PHASE,3700
879.connectors.0,879,IEC_62196_T2,AC_3_PHASE,22000
880.connectors.0,880,IEC_62196_T3A,AC_1_PHASE,3700
881.connectors.0,881,IEC_62196_T2,AC_3_PHASE,22000
882.connectors.0,882,IEC_62196_T3A,AC_1_PHASE,3700
883.connectors.0,883,IEC_62196_T2,AC_3_PHASE,22000
884.connectors.0,884,IEC_62196_T3A,AC_1_PHASE,3700
885.connectors.0,885,IEC_62196_T2,AC_3_PHASE,22000
886.connectors.0,886,IEC_62196_T3A,AC_1_PHASE,3700
887.connectors.0,887,IEC_62196_T2,AC_3_PHASE,22000
888.connectors.0,888,IEC_62196_T3A,AC_1_PHASE,3700
889.connectors.0,889,IEC_62196_T2,AC_3_PHASE,22000
890.connectors.0,890,IEC_62196_T3A,AC_1_PHASE,3700
891.connectors.0,891,IEC_62196_T2,AC_3_PHASE,22000
892.connectors.0,892,IEC_62196_T3A,AC_1_PHASE,3700
893.connectors.0,893,IEC_62196_T2,AC_3_PHASE,22000
894.connectors.0,894,IEC_62196_T3A,AC_1_PHASE,3700
895.connectors.0,895,IEC_62196_T2,AC_3_PHASE,22000
896.connectors.0,896,IEC_62196_T3A,AC_1_PHASE,3700
897.connectors.0,897,IEC_62196_T2,AC_3_PHASE,22000
898.connectors.0,898,IEC_62196_T3A,AC_1_PHASE,3700
899.connectors.0,899,IEC_62196_T2,AC_3_PHASE,22000
900.connectors.0,900,IEC_62196_T3A,AC_1_PHASE,3700
901.connectors.0,901,IEC_62196_T2,AC_3_PHASE,22000
902.connectors.0,902,IEC_62196_T3A,AC_1_PHASE,3700
903.connectors.0,903,IEC_62196_T2,AC_3_PHASE,22000
904.connectors.0,904,IEC_62196_T3A,AC_1_PHASE,3700
905.connectors.0,905,IEC_62196_T2,AC_3_PHASE,22000
906.connectors.0,906,IEC_62196_T3A,AC_1_PHASE,3700
907.connectors.0,907,IEC_62196_T2,AC_3_PHASE,22000
908.connectors.0,908,IEC_62196_T3A,AC_1_PHASE,3700
909.connectors.0,909,IEC_62196_T2,AC_3_PHASE,22000
910.connectors.0,910,IEC_62196_T3A,AC_1_PHASE,3700
911.connectors.0,911,IEC_62196_T2,AC_3_PHASE,22000
912.connectors.0,912,IEC_62196_T3A,AC_1_PHASE,3700
913.connectors.0,913,IEC_62196_T2,AC_3_PHASE,22000
914.connectors.0,914,IEC_62196_T3A,AC_1_PHASE,3700
915.connectors.0,915,IEC_62196_T2,AC_3_PHASE,22000
916.connectors.0,916,IEC_62196_T3A,AC_1_PHASE,3700
917.connectors.0,917,IEC_62196_T2,AC_3_PHASE,22000
918.connectors.0,918,IEC_62196_T3A,AC_1_PHASE,3700
919.connectors.0,919,IEC_62196_T2,AC_3_PHASE,22000
920.connectors.0,920,IEC_62196_T3A,AC_1_PHASE,3700
921.connectors.0,921,IEC_62196_T2,AC_3_PHASE,22000
922.connectors.0,922,IEC_62196_T3A,AC_1_PHASE,3700
923.connectors.0,923,IEC_62196_T2,AC_3_PHASE,22000
924.connectors.0,924,IEC_62196_T3A,AC_1_PHASE,3700
925.connectors.0,925,IEC_62196_T2,AC_3_PHASE,22000
926.connectors.0,926,IEC_62196_T3A,AC_1_PHASE,3600
